Sample_No,Date_Sampled,Sample_Point,System,Zone,Measure,Result,Units
5198719,2017-06-14,095B07,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5198480,2017-06-07,090C01,Laanecoorie,Tarnagulla,THMs,0.11,mg/L
5198743,2017-06-15,095H10,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5173655,2017-06-01,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.2,NTU
5173655,2017-06-01,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5173621,2017-06-01,095H16,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5173620,2017-06-01,095H15,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5173617,2017-06-01,095A18,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5198286,2017-06-05,095D05,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5198466,2017-06-07,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5174345,2017-05-23,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5173405,2017-05-24,095A21,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5173408,2017-05-24,095H14,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5173407,2017-05-24,095H11,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5173439,2017-05-24,095K03,Bendigo,Junortoun,THMs,0.006,mg/L
5173465,2017-05-28,095D03,Bendigo,Epsom - Huntly,Turbidity,0.1,NTU
5198512,2017-06-08,095K06,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5198495,2017-06-08,095M04,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5040348,2017-02-22,095K07,Bendigo,Junortoun,THMs,0.009,mg/L
5173661,2017-05-31,095C06,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5173662,2017-05-31,095K08,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5040395,2017-02-26,095D01,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5281733,2017-08-30,095J03,Bendigo,Bendigo (Spring Gully),Turbidity,0.3,NTU
5281733,2017-08-30,095J03,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5281714,2017-08-29,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5173620,2017-06-01,095H15,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5173619,2017-06-01,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5173619,2017-06-01,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5173662,2017-05-31,095K08,Bendigo,Junortoun,Turbidity,0.1,NTU
5281732,2017-08-30,095H05,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5198457,2017-06-07,090B02,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5198468,2017-06-07,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5198516,2017-06-08,095C04,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5283659,2017-07-13,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5252171,2017-07-16,095D01,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5252325,2017-07-19,095L04,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5252301,2017-07-19,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5252465,2017-07-25,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5252341,2017-07-19,095K02,Bendigo,Junortoun,Turbidity,0.05,NTU
5252484,2017-07-26,095H14,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5252475,2017-07-25,090C04,Laanecoorie,Tarnagulla,THMs,0.073,mg/L
5252483,2017-07-26,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5252494,2017-07-26,095C01,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5252486,2017-07-26,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5297958,2017-07-26,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.05,NTU
5297937,2017-07-26,095A16,Bendigo,Bendigo (Northern),Turbidity,0.05,NTU
5252502,2017-07-26,095C01,Bendigo,Strathfieldsaye,Turbidity,0.05,NTU
5092692,2017-02-28,090A04,Laanecoorie,Laanecoorie,Turbidity,0.1,NTU
5092722,2017-03-01,095A16,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5092748,2017-03-02,095L05,Bendigo,Bendigo (Axedale),Turbidity,0.1,NTU
5690924,2018-07-18,095N02,Bendigo,Bendigo (Raywood),THMs,0.065,mg/L
5690911,2018-07-18,095F02,Bendigo,Big Hill,THMs,0.008,mg/L
5281712,2017-08-29,090B08,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5281731,2017-08-30,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5281731,2017-08-30,095F03,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5281757,2017-08-30,095L01,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5132078,2017-04-11,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5198513,2017-06-08,095L05,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5198492,2017-06-08,095H18,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5690640,2018-07-11,095C09,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5690572,2018-07-10,090B06,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5280853,2017-08-02,095C06,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5281734,2017-08-30,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5281734,2017-08-30,095M02,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5198749,2017-06-15,095N01,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
5198743,2017-06-15,095H10,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5198767,2017-06-15,095K01,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5172096,2017-05-03,095C08,Bendigo,Strathfieldsaye,Turbidity,0.3,NTU
5172917,2017-05-09,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5172919,2017-05-09,095B06,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5344237,2017-10-17,090C04,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5198719,2017-06-14,095B07,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5198767,2017-06-15,095K01,Bendigo,Junortoun,Turbidity,0.05,NTU
5199158,2017-06-27,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5199159,2017-06-27,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5199024,2017-06-21,095K07,Bendigo,Junortoun,Turbidity,0.05,NTU
5199004,2017-06-22,095F02,Bendigo,Big Hill,Turbidity,0.05,NTU
5344238,2017-10-17,090D08,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5199199,2017-06-29,095C09,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5018668,2017-01-04,090B04,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5018700,2017-01-03,095M03,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5018538,2017-01-02,095D02,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5172968,2017-05-10,095M03,Bendigo,Bendigo (Sebastian),THMs,0.031,mg/L
5132433,2017-04-20,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5132436,2017-04-20,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5132388,2017-04-19,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5132435,2017-04-20,095M02,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5018684,2017-01-05,095A19,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5457010,2018-01-01,095D11,Bendigo,Epsom - Huntly,E Coli,0,Orgs/100mL
5093704,2017-03-28,090D02,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5093704,2017-03-28,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5093701,2017-03-28,090A04,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5093526,2017-03-22,095K03,Bendigo,Junortoun,THMs,0.006,mg/L
5093703,2017-03-28,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5093703,2017-03-28,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5131158,2017-04-05,095C04,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5131105,2017-04-06,095M01,Bendigo,Bendigo (Sebastian),E Coli,0,Orgs/100mL
5131147,2017-04-05,095K06,Bendigo,Junortoun,Turbidity,0.2,NTU
5131107,2017-04-04,090C02,Laanecoorie,Tarnagulla,THMs,0.12,mg/L
5131097,2017-04-06,095A23,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5131033,2017-04-04,090A01,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5040337,2017-02-22,095K07,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5040324,2017-02-22,095H21,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5040327,2017-02-22,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5093705,2017-03-28,095B09,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5093705,2017-03-28,095B09,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5040280,2017-02-21,090A03,Laanecoorie,Laanecoorie,Turbidity,0.3,NTU
5132148,2017-04-10,095M04,Bendigo,Bendigo (Sebastian),THMs,0.026,mg/L
5040323,2017-02-22,095H20,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5040294,2017-02-21,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5040296,2017-02-21,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.2,NTU
5092695,2017-02-28,090D03,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5457126,2018-01-03,090B08,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5132136,2017-04-10,095M04,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5132139,2017-04-12,095A05,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5092692,2017-02-28,090A04,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5092695,2017-02-28,090D03,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5040295,2017-02-21,090D07,Laanecoorie,Bealiba,Turbidity,0.3,NTU
5092694,2017-02-28,090C03,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5092724,2017-03-01,095H03,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5093464,2017-03-21,095B05,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5132159,2017-04-12,095K01,Bendigo,Junortoun,Turbidity,0.1,NTU
5132098,2017-04-11,090B07,Laanecoorie,Dunolly,THMs,0.066,mg/L
5132111,2017-04-11,090D02,Laanecoorie,Bealiba,THMs,0.18,mg/L
5092693,2017-02-28,090B06,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5132802,2017-04-27,095L01,Bendigo,Bendigo (Axedale),Turbidity,0.05,NTU
5132718,2017-04-26,090B02,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5132792,2017-04-27,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5172052,2017-05-02,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5172053,2017-05-02,095B07,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5132801,2017-04-27,095K09,Bendigo,Junortoun,Turbidity,0.1,NTU
5172050,2017-05-02,090B06,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5132773,2017-04-27,095H01,Bendigo,Bendigo (Southern),Turbidity,0.1,NTU
5172078,2017-05-03,095J10,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5172073,2017-05-03,095F01,Bendigo,Big Hill,Turbidity,0.1,NTU
5281047,2017-08-08,090C01,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5281963,2017-09-05,095B03,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5281045,2017-08-08,090A01,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5282590,2017-09-19,095B08,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5172062,2017-05-02,090B06,Laanecoorie,Dunolly,THMs,0.06,mg/L
5282642,2017-09-20,095C03,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5282587,2017-09-19,090B05,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5282587,2017-09-19,090B05,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5282617,2017-09-20,095H08,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282590,2017-09-19,095B08,Bendigo,Maiden Gully - Marong,Turbidity,0.1,NTU
5282643,2017-09-20,095K05,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5282620,2017-09-20,095N01,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5282586,2017-09-19,090A04,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5282616,2017-09-20,095H03,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5282589,2017-09-19,090D01,Laanecoorie,Bealiba,Turbidity,0.1,NTU
5282618,2017-09-20,095H09,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5282586,2017-09-19,090A04,Laanecoorie,Laanecoorie,Turbidity,0.2,NTU
5282644,2017-09-20,095L01,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5282589,2017-09-19,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5198525,2017-06-08,095C04,Bendigo,Strathfieldsaye,THMs,0.005,mg/L
5198718,2017-06-14,090D07,Laanecoorie,Bealiba,Turbidity,0.2,NTU
5198715,2017-06-14,090A02,Laanecoorie,Laanecoorie,E Coli,0,Orgs/100mL
5343940,2017-10-10,090B09,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5343639,2017-10-05,095L04,Bendigo,Bendigo (Axedale),THMs,0.046,mg/L
5343941,2017-10-10,090C02,Laanecoorie,Tarnagulla,E Coli,0,Orgs/100mL
5344000,2017-10-11,095C04,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5343942,2017-10-10,090D03,Laanecoorie,Bealiba,Turbidity,0.05,NTU
5343995,2017-10-11,095L03,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5343994,2017-10-11,095K06,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5282870,2017-09-26,090C03,Laanecoorie,Tarnagulla,THMs,0.092,mg/L
5343572,2017-10-03,090D02,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5344319,2017-10-18,095L02,Bendigo,Bendigo (Axedale),E Coli,0,Orgs/100mL
5344271,2017-10-18,095H07,Bendigo,Bendigo (Southern),Turbidity,0.2,NTU
5343580,2017-10-03,090D02,Laanecoorie,Bealiba,THMs,0.18,mg/L
5343599,2017-10-04,095J04,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5281992,2017-09-06,095J12,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5281985,2017-09-06,095A01,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5281987,2017-09-06,095F04,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5281960,2017-09-05,090B04,Laanecoorie,Dunolly,Turbidity,0.2,NTU
5281961,2017-09-05,090C01,Laanecoorie,Tarnagulla,Turbidity,0.2,NTU
5386160,2017-11-21,090B05,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5343974,2017-10-11,095H11,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5344236,2017-10-17,090B02,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5344289,2017-10-18,095N02,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5344306,2017-10-18,095J07,Bendigo,Bendigo (Spring Gully),THMs,0.006,mg/L
5344304,2017-10-18,095C05,Bendigo,Strathfieldsaye,Turbidity,0.1,NTU
5344248,2017-10-17,095B07,Bendigo,Maiden Gully - Marong,THMs,0.009,mg/L
5344288,2017-10-18,095M03,Bendigo,Bendigo (Sebastian),Turbidity,0.1,NTU
5343959,2017-10-11,095A05,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5343980,2017-10-11,095N03,Bendigo,Bendigo (Raywood),E Coli,0,Orgs/100mL
5343978,2017-10-11,095J06,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5344269,2017-10-18,095F02,Bendigo,Big Hill,E Coli,0,Orgs/100mL
5344310,2017-10-18,095M03,Bendigo,Bendigo (Sebastian),THMs,0.053,mg/L
5344319,2017-10-18,095L02,Bendigo,Bendigo (Axedale),Turbidity,0.05,NTU
5344278,2017-10-18,095J07,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5344286,2017-10-18,095A10,Bendigo,Bendigo (Northern),THMs,0.008,mg/L
5344373,2017-10-22,095D02,Bendigo,Epsom - Huntly,Turbidity,0.2,NTU
5344524,2017-10-24,090D01,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5344573,2017-10-25,095C07,Bendigo,Strathfieldsaye,THMs,0.007,mg/L
5344267,2017-10-18,095A10,Bendigo,Bendigo (Northern),Turbidity,0.1,NTU
5344514,2017-10-24,090B06,Laanecoorie,Dunolly,Turbidity,0.1,NTU
5344514,2017-10-24,090B06,Laanecoorie,Dunolly,E Coli,0,Orgs/100mL
5282309,2017-09-12,095B05,Bendigo,Maiden Gully - Marong,E Coli,0,Orgs/100mL
5282307,2017-09-12,090D08,Laanecoorie,Bealiba,E Coli,0,Orgs/100mL
5282364,2017-09-13,095C02,Bendigo,Strathfieldsaye,E Coli,0,Orgs/100mL
5387014,2017-12-13,095F03,Bendigo,Big Hill,Turbidity,0.1,NTU
5387012,2017-12-13,095A12,Bendigo,Bendigo (Northern),Turbidity,0.2,NTU
5387017,2017-12-13,095H23,Bendigo,Bendigo (Southern),E Coli,0,Orgs/100mL
5387019,2017-12-13,095J15,Bendigo,Bendigo (Spring Gully),Turbidity,0.1,NTU
5387019,2017-12-13,095J15,Bendigo,Bendigo (Spring Gully),E Coli,0,Orgs/100mL
5387012,2017-12-13,095A12,Bendigo,Bendigo (Northern),E Coli,0,Orgs/100mL
5282307,2017-09-12,090D08,Laanecoorie,Bealiba,Turbidity,0.05,NTU
5282365,2017-09-13,095K02,Bendigo,Junortoun,E Coli,0,Orgs/100mL
5282344,2017-09-13,095N02,Bendigo,Bendigo (Raywood),Turbidity,0.1,NTU
